mes_hecho,fecha_hecho,delito,categoria_delito,latitud,longitud,delito_encoded,categoria_delito_encoded,time_seconds,time_zones,cluster_label
3,2084,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,19.4408156039418,-99.1240520795445,174,0,21960.0,1,-1
3,2084,FRAUDE,DELITO DE BAJO IMPACTO,19.3318182909995,-99.0340343301994,62,0,23400.0,1,-1
3,1719,ROBO A NEGOCIO SIN VIOLENCIA,DELITO DE BAJO IMPACTO,19.2535920866257,-99.0141744897763,125,0,34200.0,1,-1
3,2084,ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA,DELITO DE BAJO IMPACTO,19.3967302925038,-99.099998469963,133,0,24300.0,1,-1
3,2084,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,19.2573579173053,-99.0108098803946,187,0,28800.0,1,-1
3,2083,AMENAZAS,DELITO DE BAJO IMPACTO,19.5000718242656,-99.0847076499203,7,0,21600.0,1,-1
3,2084,AMENAZAS,DELITO DE BAJO IMPACTO,19.388166696829,-99.0885913104536,7,0,31200.0,1,-1
3,2084,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,19.2110239373579,-99.0663626799267,4,0,32400.0,1,-1
2,2078,FRAUDE,DELITO DE BAJO IMPACTO,19.3949791173466,-99.1736932801951,62,0,25200.0,1,-1
2,2059,REVELACION DE SECRETOS,DELITO DE BAJO IMPACTO,19.437416408992,-99.1565318402869,116,0,32400.0,1,-1
2,2081,ROBO A CASA HABITACION SIN VIOLENCIA,DELITO DE BAJO IMPACTO,19.4771563032733,-99.1527754101101,118,0,24300.0,1,-1
3,2084,ROBO A PASAJERO A BORDO DE PESERO COLECTIVO CON VIOLENCIA,ROBO A PASAJERO A BORDO DE MICROBUS CON Y SIN VIOLENCIA,19.2558806205848,-99.0134265303212,138,6,28800.0,1,-1
9,2038,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,19.426953470529,-99.1720242804766,187,0,32400.0,1,-1
2,2081,FRAUDE,DELITO DE BAJO IMPACTO,19.4792672409009,-99.2031253902334,62,0,28800.0,1,-1
3,2083,ROBO A CASA HABITACION SIN VIOLENCIA,DELITO DE BAJO IMPACTO,19.1830070163113,-99.0653394199702,118,0,19800.0,1,-1
3,2084,LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION,DELITO DE BAJO IMPACTO,19.4057896542003,-99.1724735499701,87,0,20100.0,1,-1
3,2083,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,19.3194285061345,-99.2614513597327,187,0,32400.0,1,-1
2,2070,"ROBO S/V DENTRO DE NEGOCIOS, AUTOSERVICIOS, CONVENIENCIA",DELITO DE BAJO IMPACTO,19.3835820571328,-99.0269565604159,205,0,30600.0,1,-1
2,2074,USURPACIÃN DE IDENTIDAD,DELITO DE BAJO IMPACTO,19.3448990880298,-99.0343326303676,225,0,32400.0,1,-1
3,2084,LESIONES INTENCIONALES POR ARMA DE FUEGO,LESIONES DOLOSAS POR DISPARO DE ARMA DE FUEGO,19.5015991521045,-99.0869969097293,91,2,32400.0,1,-1
2,2080,FRAUDE,DELITO DE BAJO IMPACTO,19.5036123294268,-99.1215766204555,62,0,21780.0,1,-1
3,2083,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,19.2297799919672,-99.1657125899632,174,0,20100.0,1,-1
2,2080,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,19.4102227676141,-99.1410617503337,174,0,30420.0,1,-1
3,2084,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,19.4416719738567,-99.1733841596446,187,0,27000.0,1,-1
3,2083,ROBO A NEGOCIO SIN VIOLENCIA,DELITO DE BAJO IMPACTO,19.4124288479186,-99.1732382802737,125,0,24000.0,1,-1
2,2078,FRAUDE,DELITO DE BAJO IMPACTO,19.4362128559234,-99.1600982796696,62,0,19200.0,1,-1
3,2083,USURPACIÃN DE IDENTIDAD,DELITO DE BAJO IMPACTO,19.3479297533908,-99.0589658199359,225,0,27840.0,1,-1
3,2083,ROBO DE VEHICULO DE PEDALES,DELITO DE BAJO IMPACTO,19.3838117437529,-99.1212281604148,191,0,32400.0,1,-1
2,2066,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,19.361182985976,-99.0891222702698,174,0,32400.0,1,-1
2,2070,ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO,DELITO DE BAJO IMPACTO,19.3650788184221,-99.0860085196529,189,0,29700.0,1,-1
3,2083,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,19.3844239016604,-99.138639419969,174,0,27000.0,1,-1
3,2084,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,19.3766523977399,-99.0653707802221,174,0,32400.0,1,-1
2,2079,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,ROBO A TRANSEUNTE EN VÃA PÃBLICA CON Y SIN VIOLENCIA,19.2891960838513,-99.1472911804625,169,10,27600.0,1,-1
3,2084,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,19.4612799518906,-99.1441683500021,187,0,28800.0,1,-1
9,2045,USURPACIÃN DE IDENTIDAD,DELITO DE BAJO IMPACTO,19.4947059218458,-99.1302412695987,225,0,25200.0,1,-1
3,2083,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,19.4534721438613,-99.1328677501313,174,0,20400.0,1,-1
2,2078,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,19.3784364510753,-99.1390094201964,174,0,32400.0,1,-1
2,2068,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,19.380312620449,-99.0667776795572,174,0,28800.0,1,-1
3,2084,USURPACIÃN DE IDENTIDAD,DELITO DE BAJO IMPACTO,19.355057132292,-99.1072648003121,225,0,32640.0,1,-1
3,2084,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,19.4149877927421,-99.1040873498577,174,0,23760.0,1,-1
2,2066,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,19.2959846711109,-99.1545408998597,174,0,30600.0,1,-1
3,2084,FRAUDE,DELITO DE BAJO IMPACTO,19.4706569387547,-99.1549314596963,62,0,27540.0,1,-1
3,2083,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,19.4158934061934,-99.1590031996191,187,0,20040.0,1,-1
9,2046,ROBO A NEGOCIO SIN VIOLENCIA,DELITO DE BAJO IMPACTO,19.4167752803061,-99.1777877496152,125,0,28080.0,1,-1
2,2071,FRAUDE,DELITO DE BAJO IMPACTO,19.3507443476762,-99.2866961800609,62,0,21600.0,1,-1
3,2085,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,19.4468063068939,-99.1279766000339,94,0,24600.0,1,-1
3,2085,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,19.4587629417716,-99.1968632102166,122,5,24600.0,1,-1
2,2052,FRAUDE,DELITO DE BAJO IMPACTO,19.3460664917549,-99.2940634496192,62,0,32400.0,1,-1
2,2081,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,ROBO A TRANSEUNTE EN VÃA PÃBLICA CON Y SIN VIOLENCIA,19.4692178240499,-99.1360216597146,169,10,30600.0,1,-1
3,2085,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÃA PÃBLICA CON Y SIN VIOLENCIA,19.3344634988704,-99.0314131600074,168,10,29700.0,1,-1
3,1720,DAÃO EN PROPIEDAD AJENA INTENCIONAL A AUTOMOVIL,DELITO DE BAJO IMPACTO,19.4074445322691,-99.0825376500146,27,0,23400.0,1,-1
3,2085,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,ROBO DE VEHÃCULO CON Y SIN VIOLENCIA,19.5405799197453,-99.1376189096263,197,12,25800.0,1,-1
9,2046,ROBO A NEGOCIO SIN VIOLENCIA,DELITO DE BAJO IMPACTO,19.4437712506986,-99.1339395901694,125,0,28800.0,1,-1
3,2085,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,19.440913823578,-99.1159292297217,174,0,32580.0,1,-1
3,2085,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,19.3654515658721,-99.0053363903665,127,0,33720.0,1,-1
3,2084,ROBO DE VEHICULO DE PEDALES,DELITO DE BAJO IMPACTO,19.5066542742584,-99.208364859745,191,0,24600.0,1,-1
3,2084,ROBO A TRANSEUNTE EN PARQUES Y MERCADOS CON VIOLENCIA,DELITO DE BAJO IMPACTO,19.3102719481902,-99.1081216803054,166,0,27000.0,1,-1
3,2085,DAÃO EN PROPIEDAD AJENA INTENCIONAL A AUTOMOVIL,DELITO DE BAJO IMPACTO,19.3515163797931,-99.0911342197739,27,0,30000.0,1,-1
3,2083,"ROBO S/V DENTRO DE NEGOCIOS, AUTOSERVICIOS, CONVENIENCIA",DELITO DE BAJO IMPACTO,19.3427929242879,-99.1331456599645,205,0,18600.0,1,-1
3,1096,ROBO DE MOTOCICLETA SIN VIOLENCIA,ROBO DE VEHÃCULO CON Y SIN VIOLENCIA,19.2413809969482,-99.2281032797942,186,12,32400.0,1,-1
2,2080,ROBO A CASA HABITACION SIN VIOLENCIA,DELITO DE BAJO IMPACTO,19.4793108761625,-99.1422901900858,118,0,32400.0,1,-1
3,2085,ROBO A PASAJERO A BORDO DE TRANSPORTE PÃBLICO CON VIOLENCIA,DELITO DE BAJO IMPACTO,19.4529451712413,-99.1899689302461,140,0,31500.0,1,-1
2,2081,FRAUDE,DELITO DE BAJO IMPACTO,19.2816931468836,-99.2415763097592,62,0,33900.0,1,-1
8,1855,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,ROBO DE VEHÃCULO CON Y SIN VIOLENCIA,19.2718744015619,-99.1791569403024,197,12,20700.0,1,-1
3,2084,ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO,DELITO DE BAJO IMPACTO,19.329227853319,-99.1221626796719,189,0,33000.0,1,-1
2,2056,ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO,DELITO DE BAJO IMPACTO,19.4530608786608,-99.1614375999402,189,0,27000.0,1,-1
2,2079,ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO,DELITO DE BAJO IMPACTO,19.2910119577281,-99.1162450600913,189,0,30000.0,1,-1
2,2071,FRAUDE,DELITO DE BAJO IMPACTO,19.2926910391756,-99.2335373900745,62,0,24780.0,1,-1
4,1768,ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO,DELITO DE BAJO IMPACTO,19.2970212628927,-99.1367203695826,189,0,33300.0,1,-1
9,2036,ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO,DELITO DE BAJO IMPACTO,19.4316418287456,-99.1947761200088,189,0,34200.0,1,-1
3,2085,ROBO A CASA HABITACION SIN VIOLENCIA,DELITO DE BAJO IMPACTO,19.3351161554039,-99.1431013498418,118,0,32400.0,1,-1
3,1720,AMENAZAS,DELITO DE BAJO IMPACTO,19.3067780658467,-99.1731856797215,7,0,27900.0,1,-1
3,2085,ROBO A NEGOCIO SIN VIOLENCIA,DELITO DE BAJO IMPACTO,19.2546837513618,-99.1005098795862,125,0,32400.0,1,-1
3,2084,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,19.3498056367074,-99.1591362699377,174,0,34560.0,1,-1
2,2078,"ROBO S/V DENTRO DE NEGOCIOS, AUTOSERVICIOS, CONVENIENCIA",DELITO DE BAJO IMPACTO,19.3398343755679,-99.1925217200833,205,0,20400.0,1,-1
3,2085,ROBO A OFICINA PÃBLICA SIN VIOLENCIA,DELITO DE BAJO IMPACTO,19.459181168432,-99.0925034904273,132,0,23400.0,1,-1
2,2079,COBRANZA ILEGITIMA,DELITO DE BAJO IMPACTO,19.3240518401764,-99.0496505097115,14,0,21600.0,1,-1
3,2085,ROBO A CASA HABITACION SIN VIOLENCIA,DELITO DE BAJO IMPACTO,19.3865519587057,-99.2170612700404,118,0,31800.0,1,-1
2,2079,AMENAZAS,DELITO DE BAJO IMPACTO,19.4041952179541,-99.12881925982,7,0,28800.0,1,-1
2,2079,ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO,DELITO DE BAJO IMPACTO,19.3576088613029,-99.1689835500099,189,0,32820.0,1,-1
2,2075,USURPACIÃN DE IDENTIDAD,DELITO DE BAJO IMPACTO,19.4695109633808,-99.1568804202839,225,0,28800.0,1,-1
9,2048,FRAUDE,DELITO DE BAJO IMPACTO,19.4507408430659,-99.2023381596796,62,0,23100.0,1,-1
3,2085,ROBO DE FLUIDOS,DELITO DE BAJO IMPACTO,19.2337976967808,-99.1791039704034,181,0,25200.0,1,-1
2,2070,ROBO A PASAJERO EN TREN SUBURBANO SIN VIOLENCIA,DELITO DE BAJO IMPACTO,19.4461040254193,-99.1520829497617,151,0,28800.0,1,-1
3,2084,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,19.4047066711474,-99.1999943595745,174,0,30600.0,1,-1
2,2082,DAÃO EN PROPIEDAD AJENA CULPOSA,DELITO DE BAJO IMPACTO,19.3565978938585,-99.1345501295918,22,0,30000.0,1,-1
2,2076,"ROBO S/V DENTRO DE NEGOCIOS, AUTOSERVICIOS, CONVENIENCIA",DELITO DE BAJO IMPACTO,19.2940747572715,-99.1283333300741,205,0,28500.0,1,-1
3,2085,ROBO DE VEHICULO DE SERVICIO PARTICULAR CON VIOLENCIA,ROBO DE VEHÃCULO CON Y SIN VIOLENCIA,19.4342420560314,-99.094971119998,196,12,25200.0,1,-1
3,1719,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÃA PÃBLICA CON Y SIN VIOLENCIA,19.3540359032901,-99.2380686696838,168,10,23400.0,1,-1
3,2085,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,19.3779787481273,-99.2503214503821,187,0,33000.0,1,-1
3,2085,ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO,DELITO DE BAJO IMPACTO,19.3989434137631,-99.2055579299789,189,0,28800.0,1,-1
3,2085,AMENAZAS,DELITO DE BAJO IMPACTO,19.4526074458746,-99.1922040799703,7,0,32400.0,1,-1
2,2068,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,ROBO DE VEHÃCULO CON Y SIN VIOLENCIA,19.2104629112033,-99.2104107104075,197,12,30600.0,1,-1
3,2084,ROBO DE VEHICULO DE SERVICIO PARTICULAR CON VIOLENCIA,ROBO DE VEHÃCULO CON Y SIN VIOLENCIA,19.4173474056549,-99.0931659897181,196,12,32400.0,1,-1
3,2084,ROBO A CASA HABITACION SIN VIOLENCIA,DELITO DE BAJO IMPACTO,19.2950536335533,-99.2428366104139,118,0,21600.0,1,-1
3,2085,AMENAZAS,DELITO DE BAJO IMPACTO,19.3252920696503,-99.0442237303359,7,0,31500.0,1,-1
3,2084,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,19.4073381071209,-99.1760259099424,174,0,28800.0,1,-1
3,2084,DAÃO EN PROPIEDAD AJENA CULPOSA POR TRÃNSITO VEHICULAR A AUTOMOVIL,DELITO DE BAJO IMPACTO,19.402939136776,-99.0986645203693,23,0,29160.0,1,-1
3,2085,ROBO A PASAJERO EN RTP CON VIOLENCIA,DELITO DE BAJO IMPACTO,19.3839873809256,-99.218663870077,146,0,32400.0,1,-1
3,2085,ROBO A CASA HABITACION SIN VIOLENCIA,DELITO DE BAJO IMPACTO,19.265817974282,-99.1709098197768,118,0,22500.0,1,-1
3,2084,ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO,DELITO DE BAJO IMPACTO,19.4695261308645,-99.1248285800527,189,0,28200.0,1,-1
2,2080,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,19.4333049178706,-99.1260197002071,174,0,18600.0,1,-1
2,2066,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,19.4362723425645,-99.2004560097917,174,0,32400.0,1,-1
3,2085,COBRANZA ILEGITIMA,DELITO DE BAJO IMPACTO,19.2687522094657,-99.1039209795808,14,0,34200.0,1,-1
2,2065,AMENAZAS,DELITO DE BAJO IMPACTO,19.4337323904945,-99.1054806896231,7,0,32400.0,1,-1
3,2084,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,19.4617211116549,-99.06132728015,135,8,24600.0,1,-1
10,2021,ROBO DE PLACA DE AUTOMOVIL,DELITO DE BAJO IMPACTO,19.3639623854267,-99.1719523096424,190,0,28800.0,1,-1
3,2084,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,19.4397977687592,-99.1311822795351,187,0,32400.0,1,-1
2,2082,FRAUDE,DELITO DE BAJO IMPACTO,19.4415518336865,-99.1478481901537,62,0,25200.0,1,-1
3,2084,FRAUDE,DELITO DE BAJO IMPACTO,19.4278834753887,-99.1499564103123,62,0,21600.0,1,-1
3,2084,ROBO DE ARMA,DELITO DE BAJO IMPACTO,19.3563808380431,-99.2993661299307,177,0,32400.0,1,-1
3,2084,ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO,DELITO DE BAJO IMPACTO,19.3415553960365,-99.2049769101576,189,0,21600.0,1,-1
3,2085,FRAUDE,DELITO DE BAJO IMPACTO,19.3840343036955,-99.1481668098027,62,0,33300.0,1,-1
7,1788,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,19.5476807855765,-99.1224593097236,3,0,33300.0,1,-1
3,2083,DAÃO EN PROPIEDAD AJENA INTENCIONAL A AUTOMOVIL,DELITO DE BAJO IMPACTO,19.3998445582819,-99.1480552498306,27,0,34620.0,1,-1
9,2048,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,19.3053715495349,-99.1535953904069,187,0,26400.0,1,-1
3,1720,AMENAZAS,DELITO DE BAJO IMPACTO,19.4119971768201,-99.1071560204711,7,0,24180.0,1,-1
2,2081,ROBO A PASAJERO EN TROLEBUS SIN VIOLENCIA,DELITO DE BAJO IMPACTO,19.4330237523264,-99.1412293396366,153,0,19800.0,1,-1
