mes_hecho,fecha_hecho,delito,categoria_delito,latitud,longitud,delito_encoded,categoria_delito_encoded,time_seconds,time_zones,cluster_label
3,2083,LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION,DELITO DE BAJO IMPACTO,19.423547456244,-99.1467538497903,87,0,71400.0,5,-1
3,2083,AMENAZAS,DELITO DE BAJO IMPACTO,19.4107168008914,-99.1181096003887,7,0,62700.0,5,-1
3,2083,AMENAZAS,DELITO DE BAJO IMPACTO,19.3707072459693,-99.123671429607,7,0,64800.0,5,-1
2,2082,ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO,DELITO DE BAJO IMPACTO,19.3845065672067,-99.10809445012,189,0,64800.0,5,-1
7,1439,FRAUDE,DELITO DE BAJO IMPACTO,19.4028721865019,-99.1553860002674,62,0,72000.0,5,-1
3,2083,AMENAZAS,DELITO DE BAJO IMPACTO,19.3470009692585,-99.0193428801609,7,0,66600.0,5,-1
3,2083,"ROBO A LOCALES SEMIFIJOS (PUESTOS DE ALIMENTOS,BEBIDAS, ENSERES, PERIODICOS,LOTERIA, OTROS)",DELITO DE BAJO IMPACTO,19.4197311601803,-99.1123436099401,121,0,69660.0,5,-1
3,2083,AMENAZAS,DELITO DE BAJO IMPACTO,19.4018778630681,-99.1128882804516,7,0,70200.0,5,-1
3,2083,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS,DELITO DE BAJO IMPACTO,19.3135430091826,-99.1106325400602,126,0,71400.0,5,-1
2,2071,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,ROBO DE VEHÃCULO CON Y SIN VIOLENCIA,19.3059434787447,-99.1862794203486,197,12,69000.0,5,-1
3,2083,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,19.3252566412706,-99.0401286595794,122,5,70800.0,5,-1
2,2080,AMENAZAS,DELITO DE BAJO IMPACTO,19.2961352341508,-99.2348181500447,7,0,64800.0,5,-1
2,2081,AMENAZAS,DELITO DE BAJO IMPACTO,19.4757199765039,-99.1540253200864,7,0,62640.0,5,-1
3,2083,AMENAZAS,DELITO DE BAJO IMPACTO,19.332434310622,-99.0237950202522,7,0,64800.0,5,-1
2,2081,DAÃO EN PROPIEDAD AJENA CULPOSA,DELITO DE BAJO IMPACTO,19.4712822653406,-99.0848961599275,22,0,67800.0,5,-1
2,2074,DAÃO EN PROPIEDAD AJENA CULPOSA,DELITO DE BAJO IMPACTO,19.3320176438819,-99.1670876702236,22,0,66600.0,5,-1
2,2082,AMENAZAS,DELITO DE BAJO IMPACTO,19.2246510294757,-98.9618748803706,7,0,68400.0,5,-1
2,2082,ROBO DE PLACA DE AUTOMOVIL,DELITO DE BAJO IMPACTO,19.3121735895568,-98.9731559201637,190,0,72000.0,5,-1
2,2077,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,19.4858807730681,-99.09192345985,187,0,73800.0,5,-1
2,2070,AMENAZAS,DELITO DE BAJO IMPACTO,19.2929532673755,-99.0500112600709,7,0,68400.0,5,-1
2,2078,AMENAZAS,DELITO DE BAJO IMPACTO,19.3780970756256,-99.0103016495243,7,0,71040.0,5,-1
2,2082,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,19.4077094737766,-99.1337035595588,174,0,62400.0,5,-1
2,2082,ROBO A CASA HABITACION SIN VIOLENCIA,DELITO DE BAJO IMPACTO,19.4912475955987,-99.1039008600842,118,0,72000.0,5,-1
2,2080,ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA,DELITO DE BAJO IMPACTO,19.3707841699928,-99.0470937296009,133,0,69300.0,5,-1
3,2083,AMENAZAS,DELITO DE BAJO IMPACTO,19.444971528772,-99.2028253598212,7,0,70320.0,5,-1
3,2084,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,ROBO A TRANSEUNTE EN VÃA PÃBLICA CON Y SIN VIOLENCIA,19.4523381917594,-99.1079225003262,169,10,61800.0,5,-1
2,2081,AMENAZAS,DELITO DE BAJO IMPACTO,19.3411952233756,-99.111715309823,7,0,64800.0,5,-1
2,2080,DAÃO EN PROPIEDAD AJENA INTENCIONAL A AUTOMOVIL,DELITO DE BAJO IMPACTO,19.4565931176151,-99.1781815397708,27,0,72000.0,5,-1
2,2082,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,ROBO DE VEHÃCULO CON Y SIN VIOLENCIA,19.4011985813124,-99.067094919799,197,12,72000.0,5,-1
3,2084,DAÃO EN PROPIEDAD AJENA CULPOSA,DELITO DE BAJO IMPACTO,19.3024791199953,-99.2452959703998,22,0,63000.0,5,-1
3,2084,FRAUDE,DELITO DE BAJO IMPACTO,19.4717429402627,-99.1647951498598,62,0,66300.0,5,-1
3,2084,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS,DELITO DE BAJO IMPACTO,19.3949053309992,-99.1736523798134,126,0,63300.0,5,-1
2,2082,AMENAZAS,DELITO DE BAJO IMPACTO,19.3548232565214,-99.2157938204532,7,0,73800.0,5,-1
1,1940,FALSIFICACION O ALTERACION Y USO INDEBIDO DE DOCUMENTOS,DELITO DE BAJO IMPACTO,19.4244606283298,-99.1636370101357,56,0,65700.0,5,-1
3,2084,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS,DELITO DE BAJO IMPACTO,19.4910071821035,-99.1339726701623,126,0,62400.0,5,-1
3,2084,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,19.5018925807135,-99.2038142699101,127,0,69300.0,5,-1
3,1719,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,19.3792326318577,-99.1871509000515,127,0,71400.0,5,-1
2,2082,AMENAZAS,DELITO DE BAJO IMPACTO,19.4859239682321,-99.0698063396569,7,0,68400.0,5,-1
3,1719,DAÃO EN PROPIEDAD AJENA INTENCIONAL A NEGOCIO,DELITO DE BAJO IMPACTO,19.2895996023488,-99.0125946701553,30,0,72000.0,5,-1
9,2030,FRAUDE,DELITO DE BAJO IMPACTO,19.4525156497743,-99.0729325298285,62,0,71880.0,5,-1
2,2080,AMENAZAS,DELITO DE BAJO IMPACTO,19.2850358361367,-99.1678480797493,7,0,68400.0,5,-1
2,2082,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE CONVENIENCIA),DELITO DE BAJO IMPACTO,19.356938402135,-99.1988639498231,128,0,72000.0,5,-1
2,2081,AMENAZAS,DELITO DE BAJO IMPACTO,19.4372536922222,-99.1215714798796,7,0,64800.0,5,-1
2,2082,DAÃO EN PROPIEDAD AJENA CULPOSA POR TRÃNSITO VEHICULAR A AUTOMOVIL,DELITO DE BAJO IMPACTO,19.3670469503134,-99.1366963101361,23,0,64800.0,5,-1
9,2034,ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO,DELITO DE BAJO IMPACTO,19.3149882115917,-99.1057686499572,189,0,72000.0,5,-1
2,2072,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,19.4235523766352,-99.1698961003195,187,0,64800.0,5,-1
3,2084,AMENAZAS,DELITO DE BAJO IMPACTO,19.4923866082753,-99.075277299752,7,0,64800.0,5,-1
3,2084,LESIONES CULPOSAS,DELITO DE BAJO IMPACTO,19.1877116681289,-99.0693032701383,80,0,73680.0,5,-1
3,2084,ACOSO SEXUAL,DELITO DE BAJO IMPACTO,19.3220862966631,-99.2217014703562,4,0,67200.0,5,-1
2,2082,LESIONES CULPOSAS POR TRANSITO VEHICULAR,DELITO DE BAJO IMPACTO,19.2054828270947,-99.0449154401607,86,0,72000.0,5,-1
3,2084,AMENAZAS,DELITO DE BAJO IMPACTO,19.3527004506366,-99.0229205796858,7,0,73800.0,5,-1
3,2083,ROBO DE DINERO,DELITO DE BAJO IMPACTO,19.3902973598159,-99.2136480698351,179,0,64800.0,5,-1
3,2084,ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA,DELITO DE BAJO IMPACTO,19.3604453737342,-99.2978601200732,133,0,69300.0,5,-1
3,2084,AMENAZAS,DELITO DE BAJO IMPACTO,19.2896738582251,-99.0126590398755,7,0,68400.0,5,-1
2,2077,LESIONES CULPOSAS POR TRANSITO VEHICULAR,DELITO DE BAJO IMPACTO,19.3600169685225,-99.0618066498078,86,0,73800.0,5,-1
3,2084,AMENAZAS,DELITO DE BAJO IMPACTO,19.3207157417498,-99.3314516501888,7,0,73800.0,5,-1
2,2081,DAÃO EN PROPIEDAD AJENA CULPOSA POR TRÃNSITO VEHICULAR A AUTOMOVIL,DELITO DE BAJO IMPACTO,19.3733627784815,-99.2087511696323,23,0,63900.0,5,-1
3,2084,LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION,DELITO DE BAJO IMPACTO,19.4501251393547,-99.115958659571,87,0,73140.0,5,-1
2,2070,AMENAZAS,DELITO DE BAJO IMPACTO,19.4163476334367,-99.1313466399424,7,0,70200.0,5,-1
3,2084,ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO,DELITO DE BAJO IMPACTO,19.4206246713053,-99.0968942597966,189,0,70800.0,5,-1
3,2084,AMENAZAS,DELITO DE BAJO IMPACTO,19.3227723601368,-99.0482586600698,7,0,66600.0,5,-1
3,2084,ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO,DELITO DE BAJO IMPACTO,19.5033136320247,-99.205384250435,189,0,68400.0,5,-1
3,2084,DAÃO EN PROPIEDAD AJENA CULPOSA,DELITO DE BAJO IMPACTO,19.4777405681474,-99.0951785402301,22,0,73800.0,5,-1
2,2082,LESIONES CULPOSAS POR CAIDA,DELITO DE BAJO IMPACTO,19.4007140974662,-99.1864237196369,83,0,66900.0,5,-1
3,2084,DAÃO EN PROPIEDAD AJENA INTENCIONAL A AUTOMOVIL,DELITO DE BAJO IMPACTO,19.2751043630235,-99.1295544501755,27,0,63600.0,5,-1
2,2064,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,19.3150555170038,-99.165373830122,187,0,63600.0,5,-1
9,2035,AMENAZAS,DELITO DE BAJO IMPACTO,19.4323484933507,-99.1713607703771,7,0,68400.0,5,-1
3,2084,DAÃO EN PROPIEDAD AJENA CULPOSA POR TRÃNSITO VEHICULAR A AUTOMOVIL,DELITO DE BAJO IMPACTO,19.3055880113652,-99.0635124995345,23,0,71100.0,5,-1
2,2082,ROBO A CASA HABITACION SIN VIOLENCIA,DELITO DE BAJO IMPACTO,19.3431554562735,-99.0747667098154,118,0,68400.0,5,-1
2,2082,ROBO A CASA HABITACION CON VIOLENCIA,ROBO A CASA HABITACIÃN CON VIOLENCIA,19.2573815897498,-99.0779749499439,117,3,63000.0,5,-1
3,2084,ROBO A CASA HABITACION SIN VIOLENCIA,DELITO DE BAJO IMPACTO,19.2751846629961,-99.1830116800954,118,0,69900.0,5,-1
2,2082,LESIONES INTENCIONALES POR GOLPES,DELITO DE BAJO IMPACTO,19.2868119706629,-99.0000517701575,92,0,73800.0,5,-1
2,2059,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,ROBO A TRANSEUNTE EN VÃA PÃBLICA CON Y SIN VIOLENCIA,19.4435913566705,-99.0791477604649,169,10,70200.0,5,-1
3,2084,DAÃO EN PROPIEDAD AJENA INTENCIONAL,DELITO DE BAJO IMPACTO,19.3774682743246,-99.1663386697986,26,0,66600.0,5,-1
3,1725,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,ROBO DE VEHÃCULO CON Y SIN VIOLENCIA,19.4838433542624,-99.1481043401455,197,12,72000.0,5,-1
3,2084,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,19.3152826138364,-99.1074373602868,174,0,65700.0,5,-1
3,2084,AMENAZAS,DELITO DE BAJO IMPACTO,19.3090042899676,-99.267626209913,7,0,66600.0,5,-1
2,2082,ROBO A NEGOCIO SIN VIOLENCIA,DELITO DE BAJO IMPACTO,19.3869860659326,-99.2170514200784,125,0,64800.0,5,-1
3,2084,ROBO DE VEHICULO DE PEDALES,DELITO DE BAJO IMPACTO,19.3940343678261,-99.139249700041,191,0,68400.0,5,-1
2,2081,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,19.3863840730726,-99.1859570098451,187,0,64800.0,5,-1
2,2079,AMENAZAS,DELITO DE BAJO IMPACTO,19.4346056601295,-99.1125228300084,7,0,63900.0,5,-1
2,2082,FRAUDE,DELITO DE BAJO IMPACTO,19.3742743974524,-99.1500475999972,62,0,72000.0,5,-1
3,2083,LESIONES INTENCIONALES,DELITO DE BAJO IMPACTO,19.191529383516,-99.1417857302,89,0,64800.0,5,-1
9,2046,ROBO DE MOTOCICLETA SIN VIOLENCIA,ROBO DE VEHÃCULO CON Y SIN VIOLENCIA,19.4189461384339,-99.0716650704177,186,12,73500.0,5,-1
10,2020,ABUSO DE CONFIANZA,DELITO DE BAJO IMPACTO,19.49483186057,-99.2114535903884,2,0,63000.0,5,-1
3,2084,ROBO DE PLACA DE AUTOMOVIL,DELITO DE BAJO IMPACTO,19.2814662462229,-99.1780619300551,190,0,72000.0,5,-1
2,2074,ROBO A TRANSEUNTE EN PARQUES Y MERCADOS CON VIOLENCIA,DELITO DE BAJO IMPACTO,19.3975048771816,-99.1410125801254,166,0,72000.0,5,-1
3,2085,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,19.5013881413761,-99.0867930701742,94,0,64800.0,5,-1
3,1720,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,19.3171088856074,-99.1244566898165,127,0,64800.0,5,-1
3,2085,"NARCOMENUDEO POSESIÃN CON FINES DE VENTA, COMERCIO Y SUMINISTRO",DELITO DE BAJO IMPACTO,19.3543842440292,-99.0763877699659,95,0,66600.0,5,-1
2,2069,ROBO A TRANSEUNTE A BORDO DE TAXI PUBLICO Y PRIVADO SIN VIOLENCIA,DELITO DE BAJO IMPACTO,19.3826685170354,-99.1479112197295,159,0,63900.0,5,-1
3,2085,QUEBRANTAMIENTO DE SELLOS,DELITO DE BAJO IMPACTO,19.3328060419017,-99.1004522097163,112,0,65700.0,5,-1
3,2085,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS,DELITO DE BAJO IMPACTO,19.482121359961,-99.1322377296903,126,0,63360.0,5,-1
3,2085,LESIONES CULPOSAS,DELITO DE BAJO IMPACTO,19.2720098555816,-99.2066864700849,80,0,65220.0,5,-1
3,2085,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,19.4207091596342,-99.0969300595789,94,0,73020.0,5,-1
3,2085,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,19.4189562539233,-99.1225160702298,122,5,70500.0,5,-1
2,2074,VIOLENCIA FAMILIAR,DELITO DE BAJO IMPACTO,19.420782646129,-99.0876928824442,233,0,68400.0,5,-1
3,2085,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS,DELITO DE BAJO IMPACTO,19.2943252366051,-99.1819600802865,126,0,62100.0,5,-1
2,2080,HOMICIDIO CULPOSO POR TRÃNSITO VEHICULAR (ATROPELLADO),DELITO DE BAJO IMPACTO,19.4168144090338,-99.1526519800946,69,0,72000.0,5,-1
3,2085,ROBO A REPARTIDOR CON VIOLENCIA,ROBO A REPARTIDOR CON Y SIN VIOLENCIA,19.3757927571239,-99.0256797696192,154,9,66600.0,5,-1
2,2079,FRAUDE,DELITO DE BAJO IMPACTO,19.3746678065434,-99.1779588301418,62,0,66600.0,5,-1
3,2085,FEMINICIDIO POR GOLPES,HOMICIDIO DOLOSO,19.3852533815834,-99.1892021695291,61,1,66000.0,5,-1
3,2085,VIOLENCIA FAMILIAR,DELITO DE BAJO IMPACTO,19.4561246823551,-99.0658088615187,233,0,63000.0,5,-1
3,2085,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÃA PÃBLICA CON Y SIN VIOLENCIA,19.3693584291556,-99.2198409196929,168,10,70200.0,5,-1
3,2085,USURPACIÃN DE IDENTIDAD,DELITO DE BAJO IMPACTO,19.2822000511735,-99.1908919595576,225,0,67260.0,5,-1
3,2085,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,19.2966847318055,-99.2625809100075,122,5,65700.0,5,-1
3,2085,VIOLENCIA FAMILIAR,DELITO DE BAJO IMPACTO,19.2972099535733,-99.1698574492467,233,0,66600.0,5,-1
3,2085,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,19.4364602589145,-99.1248593303765,187,0,70200.0,5,-1
9,2049,DESPOJO,DELITO DE BAJO IMPACTO,19.4100765181405,-99.0813626599197,40,0,72000.0,5,-1
7,1779,VIOLENCIA FAMILIAR,DELITO DE BAJO IMPACTO,19.390359444856,-99.1941080850462,233,0,64800.0,5,-1
3,2083,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,ROBO DE VEHÃCULO CON Y SIN VIOLENCIA,19.4621968486681,-99.1175221097877,197,12,63000.0,5,-1
3,2085,"PRODUCCIÃN, IMPRESIÃN, ENAJENACIÃN, DISTRIBUCIÃN, ALTERACIÃN O FALSIFICACIÃN DE TÃTULOS AL PORTADOR, DOCUMENTOS DE CRÃDITO PÃBLICOS O VALES DE CANJE",DELITO DE BAJO IMPACTO,19.2640958204906,-99.1143939300043,111,0,73500.0,5,-1
3,2083,ABUSO SEXUAL,DELITO DE BAJO IMPACTO,19.4619779601403,-99.1102688116165,3,0,68400.0,5,-1
2,2080,USURPACIÃN DE IDENTIDAD,DELITO DE BAJO IMPACTO,19.3662713097131,-99.0388292698398,225,0,70200.0,5,-1
3,2085,AMENAZAS,DELITO DE BAJO IMPACTO,19.3266355457393,-99.1164272798978,7,0,70200.0,5,-1
3,2085,DAÃO EN PROPIEDAD AJENA INTENCIONAL A AUTOMOVIL,DELITO DE BAJO IMPACTO,19.5190772374673,-99.1504791495253,27,0,70800.0,5,-1
9,2048,ABUSO DE CONFIANZA,DELITO DE BAJO IMPACTO,19.2553681964146,-99.1842118404181,2,0,70200.0,5,-1
9,2037,AMENAZAS,DELITO DE BAJO IMPACTO,19.4222515561729,-99.1140333099686,7,0,68400.0,5,-1
3,2085,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS,DELITO DE BAJO IMPACTO,19.4109713039394,-99.0873281699818,126,0,68400.0,5,-1
3,2085,AMENAZAS,DELITO DE BAJO IMPACTO,19.4373799055878,-99.1425268496004,7,0,70200.0,5,-1
3,2085,VIOLENCIA FAMILIAR,DELITO DE BAJO IMPACTO,19.2679245664177,-99.2246879667174,233,0,68400.0,5,-1
3,2085,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÃA PÃBLICA CON Y SIN VIOLENCIA,19.2798026180278,-99.168807239939,168,10,63000.0,5,-1
3,2085,VIOLENCIA FAMILIAR,DELITO DE BAJO IMPACTO,19.4264640805762,-99.1321404094618,233,0,68400.0,5,-1
3,2085,VIOLENCIA FAMILIAR,DELITO DE BAJO IMPACTO,19.3307418317895,-99.0529154930252,233,0,70200.0,5,-1
3,2085,VIOLENCIA FAMILIAR,DELITO DE BAJO IMPACTO,19.2253316608206,-99.1177797452199,233,0,64800.0,5,-1
3,2086,ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA,DELITO DE BAJO IMPACTO,19.3733866833784,-99.027927519879,133,0,68400.0,5,-1
9,2042,LESIONES INTENCIONALES POR GOLPES,DELITO DE BAJO IMPACTO,19.4275859333582,-99.1618699296716,92,0,65400.0,5,-1
2,2067,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,19.2929305733828,-99.1182906002782,187,0,64800.0,5,-1
2,2073,VIOLACION EQUIPARADA,VIOLACIÃN,19.2848720998854,-99.0098010287666,229,14,72000.0,5,-1
3,2085,"PRODUCCIÃN, IMPRESIÃN, ENAJENACIÃN, DISTRIBUCIÃN, ALTERACIÃN O FALSIFICACIÃN DE TÃTULOS AL PORTADOR, DOCUMENTOS DE CRÃDITO PÃBLICOS O VALES DE CANJE",DELITO DE BAJO IMPACTO,19.2753928729159,-99.182145419992,111,0,63000.0,5,-1
9,2035,LESIONES INTENCIONALES POR GOLPES,DELITO DE BAJO IMPACTO,19.2614521522692,-99.0335996703438,92,0,70200.0,5,-1
3,2086,ROBO DE MOTOCICLETA SIN VIOLENCIA,ROBO DE VEHÃCULO CON Y SIN VIOLENCIA,19.3397818631343,-99.1919186702837,186,12,72000.0,5,-1
3,2085,LESIONES CULPOSAS POR CAIDA,DELITO DE BAJO IMPACTO,19.3143077590014,-99.2427135599906,83,0,66600.0,5,-1
2,2079,VIOLENCIA FAMILIAR,DELITO DE BAJO IMPACTO,19.4986835099368,-99.078958970837,233,0,73800.0,5,-1
3,2083,ROBO A CASA HABITACION SIN VIOLENCIA,DELITO DE BAJO IMPACTO,19.2714446489344,-99.2178552696208,118,0,72000.0,5,-1
3,2085,TENTATIVA DE EXTORSION,DELITO DE BAJO IMPACTO,19.3773043961929,-99.1140679807878,210,0,63000.0,5,-1
3,2083,LESIONES INTENCIONALES POR ARMA BLANCA,DELITO DE BAJO IMPACTO,19.439854679571,-99.133863150452,90,0,68400.0,5,-1
3,2083,AMENAZAS,DELITO DE BAJO IMPACTO,19.320325381611,-99.0840907402675,7,0,71700.0,5,-1
3,2085,ROBO A PASAJERO A BORDO DE TRANSPORTE PÃBLICO CON VIOLENCIA,DELITO DE BAJO IMPACTO,19.3183485427383,-99.0751589803084,140,0,72900.0,5,-1
3,1720,AMENAZAS,DELITO DE BAJO IMPACTO,19.3276845568517,-99.3283125797316,7,0,72000.0,5,-1
2,2059,VIOLENCIA FAMILIAR,DELITO DE BAJO IMPACTO,19.3451552545791,-99.0373939506446,233,0,65400.0,5,-1
3,2084,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,19.4385384913889,-99.1788213300437,187,0,64800.0,5,-1
3,2085,VIOLENCIA FAMILIAR,DELITO DE BAJO IMPACTO,19.3407720099532,-99.2040474661966,233,0,67800.0,5,-1
2,2080,ROBO A CASA HABITACION SIN VIOLENCIA,DELITO DE BAJO IMPACTO,19.4229606008676,-99.1438557203958,118,0,69300.0,5,-1
3,2083,NEGACION DEL SERVICIO PUBLICO,DELITO DE BAJO IMPACTO,19.4321916642912,-99.1365430102822,96,0,73800.0,5,-1
3,2083,VIOLENCIA FAMILIAR,DELITO DE BAJO IMPACTO,19.2948380283219,-99.0773666736087,233,0,68400.0,5,-1
2,2079,AMENAZAS,DELITO DE BAJO IMPACTO,19.4342797056125,-99.1125944004141,7,0,66600.0,5,-1
3,2084,VIOLENCIA FAMILIAR,DELITO DE BAJO IMPACTO,19.1966843779794,-99.1495889376833,233,0,70800.0,5,-1
2,2074,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,19.3117147040488,-99.1691539697455,122,5,73800.0,5,-1
3,2085,VIOLENCIA FAMILIAR,DELITO DE BAJO IMPACTO,19.5180178904968,-99.1510792659578,233,0,73800.0,5,-1
3,2083,RETENCIÃN DE MENORES,DELITO DE BAJO IMPACTO,19.509212170555,-99.0920393281745,115,0,72000.0,5,-1
3,2085,VIOLENCIA FAMILIAR,DELITO DE BAJO IMPACTO,19.5419769810186,-99.1519283973336,233,0,69900.0,5,-1
2,2080,AMENAZAS,DELITO DE BAJO IMPACTO,19.2764377622414,-99.1828547698142,7,0,70200.0,5,-1
3,2083,VIOLENCIA FAMILIAR,DELITO DE BAJO IMPACTO,19.4778595582418,-99.1146734736535,233,0,73800.0,5,-1
3,2084,VIOLENCIA FAMILIAR,DELITO DE BAJO IMPACTO,19.3143215574236,-99.0403012993455,233,0,68160.0,5,-1
3,2084,VIOLENCIA FAMILIAR,DELITO DE BAJO IMPACTO,19.3644151621914,-99.2913461195478,233,0,68400.0,5,-1
3,2085,ROBO A CASA HABITACION SIN VIOLENCIA,DELITO DE BAJO IMPACTO,19.4643693296651,-99.0920401396835,118,0,65700.0,5,-1
2,2073,ROBO A PASAJERO EN TROLEBUS SIN VIOLENCIA,DELITO DE BAJO IMPACTO,19.4331771885958,-99.1412150897758,153,0,71100.0,5,-1
3,2085,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,19.2120510073599,-99.0922835498827,187,0,64800.0,5,-1
