mes_hecho,fecha_hecho,delito,categoria_delito,latitud,longitud,delito_encoded,categoria_delito_encoded,time_seconds,time_zones,cluster_label
2,2058,ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO,DELITO DE BAJO IMPACTO,19.3748352123829,-99.1620149901708,189,0,36000.0,4,-1
2,2065,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,19.3687061671842,-99.1381394897916,187,0,43200.0,4,-1
1,1945,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,19.3882004802207,-99.1560463403842,187,0,46800.0,4,-1
2,2073,FRAUDE,DELITO DE BAJO IMPACTO,19.3950671354427,-99.1573375799969,62,0,43320.0,4,-1
2,2082,ROBO A NEGOCIO SIN VIOLENCIA,DELITO DE BAJO IMPACTO,19.1990547071573,-99.1434810202905,125,0,45600.0,4,-1
2,2082,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,19.3866091199875,-99.2200018495434,174,0,43200.0,4,-1
3,2084,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS,DELITO DE BAJO IMPACTO,19.3026752728313,-99.1902339800983,126,0,36900.0,4,-1
3,2084,PORTACION DE ARMA DE FUEGO,DELITO DE BAJO IMPACTO,19.4320844804707,-99.1412700697785,106,0,39840.0,4,-1
2,2061,FRAUDE,DELITO DE BAJO IMPACTO,19.4238807267565,-99.155448900269,62,0,41040.0,4,-1
3,2084,ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO,DELITO DE BAJO IMPACTO,19.2950390285788,-99.1594803903183,189,0,40200.0,4,-1
11,1961,FALSIFICACION O ALTERACION Y USO INDEBIDO DE DOCUMENTOS,DELITO DE BAJO IMPACTO,19.3653357984021,-99.1186429601807,56,0,39600.0,4,-1
10,2003,ROBO A NEGOCIO SIN VIOLENCIA,DELITO DE BAJO IMPACTO,19.4051869198048,-99.1409280900192,125,0,36000.0,4,-1
3,2083,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,19.4401613513288,-99.1201054300622,174,0,39600.0,4,-1
9,2041,DESOBEDENCIA DE PARTICULARES,DELITO DE BAJO IMPACTO,19.4346467554049,-99.144221839762,38,0,43200.0,4,-1
5,1905,FRAUDE,DELITO DE BAJO IMPACTO,19.4254433528602,-99.1472782202462,62,0,43200.0,4,-1
3,2083,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,19.4875546871853,-99.2007218999274,174,0,41400.0,4,-1
10,2011,USURPACIÃN DE IDENTIDAD,DELITO DE BAJO IMPACTO,19.3029971756427,-99.1225747199415,225,0,43200.0,4,-1
3,2084,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,19.3262551426834,-99.0400911103086,94,0,42000.0,4,-1
11,1301,FRAUDE,DELITO DE BAJO IMPACTO,19.4213973299782,-99.1500529598123,62,0,43200.0,4,-1
2,2082,COBRANZA ILEGITIMA,DELITO DE BAJO IMPACTO,19.4408341423373,-99.1221962096673,14,0,43200.0,4,-1
9,2031,ROBO DE VEHICULO DE SERVICIO PARTICULAR CON VIOLENCIA,ROBO DE VEHÃCULO CON Y SIN VIOLENCIA,19.3899888281855,-99.0378165997614,196,12,45000.0,4,-1
9,2048,ABUSO DE CONFIANZA,DELITO DE BAJO IMPACTO,19.2835516830838,-99.1649393598181,2,0,43200.0,4,5
3,2084,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,19.41941950884,-99.0947152403984,127,0,45060.0,4,-1
3,2084,ENCUBRIMIENTO,DELITO DE BAJO IMPACTO,19.4154502387883,-99.0950858698748,46,0,45300.0,4,-1
2,2082,ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO,DELITO DE BAJO IMPACTO,19.3054383442149,-99.2505734397023,189,0,41400.0,4,-1
3,2083,AMENAZAS,DELITO DE BAJO IMPACTO,19.3583000319539,-99.2280123795906,7,0,36000.0,4,-1
2,2082,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,19.3930141381542,-99.1514302796319,174,0,42600.0,4,-1
9,2048,ABUSO DE CONFIANZA,DELITO DE BAJO IMPACTO,19.2835141091145,-99.1649355399845,2,0,43200.0,4,5
3,2084,"NARCOMENUDEO POSESIÃN CON FINES DE VENTA, COMERCIO Y SUMINISTRO",DELITO DE BAJO IMPACTO,19.4901097720399,-99.0788570801329,95,0,45600.0,4,-1
3,2084,"INHUMACION, EXHUMACION Y RESPETO A LOS CADAVERES O RESTOS HUMANOS",DELITO DE BAJO IMPACTO,19.3682268267621,-99.2046573801598,76,0,45600.0,4,-1
2,1696,FALSEDAD ANTE AUTORIDADES,DELITO DE BAJO IMPACTO,19.4213441954492,-99.1499818896348,55,0,36000.0,4,-1
3,1719,AMENAZAS,DELITO DE BAJO IMPACTO,19.2432215189826,-99.1247241497929,7,0,46800.0,4,-1
3,2084,FRAUDE,DELITO DE BAJO IMPACTO,19.2927541169161,-99.0315703997991,62,0,39600.0,4,-1
3,2084,LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION,DELITO DE BAJO IMPACTO,19.3808088164195,-99.1686934198309,87,0,44100.0,4,-1
2,2078,AMENAZAS,DELITO DE BAJO IMPACTO,19.5020565666355,-99.1291880596716,7,0,37800.0,4,-1
2,2082,ROBO A TRANSEUNTE EN PARQUES Y MERCADOS CON VIOLENCIA,DELITO DE BAJO IMPACTO,19.4507182878845,-99.1191532501382,166,0,37800.0,4,-1
3,1096,FALSEDAD ANTE AUTORIDADES,DELITO DE BAJO IMPACTO,19.4341800888733,-99.1413867501519,55,0,43200.0,4,-1
3,2084,ROBO DE PLACA DE AUTOMOVIL,DELITO DE BAJO IMPACTO,19.3737017100024,-99.1789101804575,190,0,37980.0,4,-1
3,2084,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS,DELITO DE BAJO IMPACTO,19.4022181289848,-99.1554008400238,126,0,43200.0,4,-1
3,2083,ROBO A CASA HABITACION SIN VIOLENCIA,DELITO DE BAJO IMPACTO,19.4520922314705,-99.1446241702789,118,0,43200.0,4,-1
2,2082,ROBO DE VEHICULO DE SERVICIO PARTICULAR CON VIOLENCIA,ROBO DE VEHÃCULO CON Y SIN VIOLENCIA,19.2545354060701,-99.2447626596717,196,12,41400.0,4,-1
3,2084,FRAUDE,DELITO DE BAJO IMPACTO,19.459850086036,-99.0875145797684,62,0,38220.0,4,-1
2,2066,FRAUDE,DELITO DE BAJO IMPACTO,19.3120761353973,-99.2504672697226,62,0,38340.0,4,-1
2,2081,ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO,DELITO DE BAJO IMPACTO,19.380513130241,-99.1032396997738,189,0,38700.0,4,-1
3,2084,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,19.4898505998734,-99.0682771101867,94,0,46800.0,4,-1
3,2084,FRAUDE,DELITO DE BAJO IMPACTO,19.4609900321238,-99.1911099900413,62,0,44400.0,4,-1
2,2081,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÃA PÃBLICA CON Y SIN VIOLENCIA,19.330572451976,-99.1537396596116,168,10,41400.0,4,-1
3,2084,ROBO DE DOCUMENTOS,DELITO DE BAJO IMPACTO,19.3956891971501,-99.0798430102951,180,0,47700.0,4,-1
3,2084,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,19.424919589208,-99.2224954696146,187,0,43200.0,4,-1
3,2084,AMENAZAS,DELITO DE BAJO IMPACTO,19.2675834022688,-99.1610741596321,7,0,39600.0,4,-1
2,2079,DAÃO EN PROPIEDAD AJENA INTENCIONAL A CASA HABITACION,DELITO DE BAJO IMPACTO,19.388300838843,-99.0848738297626,29,0,46800.0,4,-1
3,2084,DAÃO EN PROPIEDAD AJENA INTENCIONAL A CASA HABITACION,DELITO DE BAJO IMPACTO,19.2010096120009,-99.0178448698094,29,0,43200.0,4,-1
2,2077,ROBO A PASAJERO A BORDO DE TRANSPORTE PÃBLICO SIN VIOLENCIA,DELITO DE BAJO IMPACTO,19.3548327959675,-99.0096303796071,141,0,43200.0,4,-1
3,2084,DAÃO EN PROPIEDAD AJENA INTENCIONAL,DELITO DE BAJO IMPACTO,19.4244796001017,-99.105092439619,26,0,43200.0,4,-1
2,2080,ROBO A TRANSEUNTE EN RESTAURANT CON VIOLENCIA,DELITO DE BAJO IMPACTO,19.4061345513871,-99.1849011204288,167,0,42600.0,4,-1
2,2077,ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO,DELITO DE BAJO IMPACTO,19.3478363238957,-99.1963496804579,189,0,41760.0,4,-1
11,1968,FRAUDE,DELITO DE BAJO IMPACTO,19.2807166302039,-99.171285109756,62,0,40500.0,4,-1
3,2084,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,19.397729838034,-99.0597560597688,122,5,45000.0,4,-1
7,1791,FRAUDE,DELITO DE BAJO IMPACTO,19.3119527357989,-99.1626054797893,62,0,43200.0,4,6
3,2083,ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO,DELITO DE BAJO IMPACTO,19.3473921841743,-99.3010908403402,189,0,39600.0,4,-1
3,2084,AMENAZAS,DELITO DE BAJO IMPACTO,19.3321319182925,-99.0876654097056,7,0,36000.0,4,-1
2,2080,FRAUDE,DELITO DE BAJO IMPACTO,19.1920321970518,-99.0242533404206,62,0,41400.0,4,-1
2,2082,USURPACIÃN DE IDENTIDAD,DELITO DE BAJO IMPACTO,19.306231296847,-99.2316352598035,225,0,43260.0,4,-1
2,2080,"PRODUCCIÃN, IMPRESIÃN, ENAJENACIÃN, DISTRIBUCIÃN, ALTERACIÃN O FALSIFICACIÃN DE TÃTULOS AL PORTADOR, DOCUMENTOS DE CRÃDITO PÃBLICOS O VALES DE CANJE",DELITO DE BAJO IMPACTO,19.3767818900279,-99.0593133396484,111,0,36000.0,4,-1
8,1840,FRAUDE,DELITO DE BAJO IMPACTO,19.4067632073582,-99.1210028496202,62,0,43200.0,4,7
2,2072,USURPACIÃN DE IDENTIDAD,DELITO DE BAJO IMPACTO,19.4262381163336,-99.2044802202783,225,0,39600.0,4,-1
10,2015,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,19.3619394728305,-99.2660835400154,187,0,43200.0,4,-1
3,2084,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,19.4901087173872,-99.0935102097934,187,0,36000.0,4,-1
3,2084,ROBO A PASAJERO A BORDO DE METROBUS SIN VIOLENCIA,DELITO DE BAJO IMPACTO,19.3975772038287,-99.171110760076,137,0,36900.0,4,-1
2,2068,USURPACIÃN DE IDENTIDAD,DELITO DE BAJO IMPACTO,19.3461200470225,-99.1502809498612,225,0,43200.0,4,-1
6,1879,FALSIFICACION O ALTERACION Y USO INDEBIDO DE DOCUMENTOS,DELITO DE BAJO IMPACTO,19.4244783274968,-99.1636222603465,56,0,45000.0,4,-1
3,2084,FRAUDE,DELITO DE BAJO IMPACTO,19.3526574976723,-99.1515686400225,62,0,40560.0,4,-1
3,2084,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,19.490543195981,-99.1604706603936,187,0,43980.0,4,-1
11,1987,FALSIFICACION O ALTERACION Y USO INDEBIDO DE DOCUMENTOS,DELITO DE BAJO IMPACTO,19.4244618929113,-99.1636477400626,56,0,39600.0,4,-1
2,2081,ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO,DELITO DE BAJO IMPACTO,19.4329466942366,-99.1974367604166,189,0,46800.0,4,-1
2,2056,FRAUDE,DELITO DE BAJO IMPACTO,19.3585687900999,-99.1910836101811,62,0,39000.0,4,-1
3,2084,DAÃO EN PROPIEDAD AJENA CULPOSA POR TRÃNSITO VEHICULAR A AUTOMOVIL,DELITO DE BAJO IMPACTO,19.3156350773811,-99.1668480598023,23,0,39600.0,4,-1
3,2084,AMENAZAS,DELITO DE BAJO IMPACTO,19.4498416932232,-99.185713430426,7,0,43800.0,4,-1
2,98,NEGACION DEL SERVICIO PUBLICO,DELITO DE BAJO IMPACTO,19.3196510372423,-99.1588615598921,96,0,36000.0,4,-1
2,2082,FRAUDE,DELITO DE BAJO IMPACTO,19.3436023500607,-99.2755414495252,62,0,45900.0,4,-1
3,2084,USURPACIÃN DE IDENTIDAD,DELITO DE BAJO IMPACTO,19.4460820486816,-99.1516489700584,225,0,37800.0,4,-1
9,2023,DESPOJO,DELITO DE BAJO IMPACTO,19.4618637808603,-99.1320832799531,40,0,43200.0,4,-1
2,328,ROBO A CASA HABITACION SIN VIOLENCIA,DELITO DE BAJO IMPACTO,19.3862681008951,-99.1570977896214,118,0,36000.0,4,-1
3,2084,ROBO A NEGOCIO SIN VIOLENCIA,DELITO DE BAJO IMPACTO,19.2880779419619,-99.2181310096105,125,0,36000.0,4,-1
3,2084,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,19.3493617804067,-99.1670188295513,174,0,37800.0,4,-1
1,1932,FRAUDE,DELITO DE BAJO IMPACTO,19.4130288065873,-99.0994167000733,62,0,43200.0,4,-1
2,2081,FRAUDE,DELITO DE BAJO IMPACTO,19.330003612349,-99.1084539095776,62,0,43200.0,4,8
5,1539,FRAUDE,DELITO DE BAJO IMPACTO,19.4130614034239,-99.0966713096263,62,0,36000.0,4,-1
3,2084,FRAUDE,DELITO DE BAJO IMPACTO,19.4113556058261,-99.1804039498991,62,0,44880.0,4,-1
3,2084,USURPACIÃN DE IDENTIDAD,DELITO DE BAJO IMPACTO,19.4093269478365,-99.066033660207,225,0,36900.0,4,-1
2,2082,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,19.4926959324133,-99.0954792498896,174,0,36000.0,4,-1
2,2081,AMENAZAS,DELITO DE BAJO IMPACTO,19.4186276774504,-99.1391763103221,7,0,45600.0,4,-1
2,2080,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,19.4453473814564,-99.1546305996144,174,0,39600.0,4,-1
2,2082,USURPACIÃN DE IDENTIDAD,DELITO DE BAJO IMPACTO,19.4387131118827,-99.1048291297565,225,0,37800.0,4,-1
2,2078,LESIONES INTENCIONALES POR GOLPES,DELITO DE BAJO IMPACTO,19.293604728933,-99.1056689597563,92,0,46800.0,4,-1
2,2079,DAÃO EN PROPIEDAD AJENA INTENCIONAL A AUTOMOVIL,DELITO DE BAJO IMPACTO,19.2659283865134,-99.1149625195629,27,0,36000.0,4,-1
2,2079,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,19.2656834927974,-99.1141514498254,174,0,36000.0,4,-1
2,2079,FRAUDE,DELITO DE BAJO IMPACTO,19.45970846976,-99.1667678204205,62,0,43200.0,4,9
7,1171,USURPACIÃN DE IDENTIDAD,DELITO DE BAJO IMPACTO,19.3191844782093,-99.132910939977,225,0,36000.0,4,-1
3,2084,USURPACIÃN DE IDENTIDAD,DELITO DE BAJO IMPACTO,19.3978445326854,-99.2090503899389,225,0,38400.0,4,-1
2,2054,ROBO DE VEHICULO DE PEDALES,DELITO DE BAJO IMPACTO,19.5290855923706,-99.1701686402756,191,0,41400.0,4,-1
2,2069,USURPACIÃN DE IDENTIDAD,DELITO DE BAJO IMPACTO,19.5290881523687,-99.1495092599074,225,0,41280.0,4,-1
2,2081,USURPACIÃN DE IDENTIDAD,DELITO DE BAJO IMPACTO,19.4283071724616,-99.1601733903906,225,0,36000.0,4,-1
3,2084,FRAUDE,DELITO DE BAJO IMPACTO,19.3388891024031,-99.233736990013,62,0,41340.0,4,-1
2,2080,FRAUDE,DELITO DE BAJO IMPACTO,19.376797642301,-99.2083758099372,62,0,43200.0,4,-1
3,2084,USURPACIÃN DE IDENTIDAD,DELITO DE BAJO IMPACTO,19.3965203004325,-99.1874912404188,225,0,36600.0,4,-1
2,2070,FRAUDE,DELITO DE BAJO IMPACTO,19.2864942428848,-99.183711559921,62,0,37800.0,4,-1
2,2077,LESIONES CULPOSAS,DELITO DE BAJO IMPACTO,19.3818734077274,-99.2270272198121,80,0,43200.0,4,-1
3,2084,LA ADMINISTRACION DE JUSTICIA,DELITO DE BAJO IMPACTO,19.4209567481109,-99.1480019704365,78,0,36000.0,4,-1
2,2075,ROBO A NEGOCIO SIN VIOLENCIA,DELITO DE BAJO IMPACTO,19.3449532989716,-99.0096607098458,125,0,43020.0,4,-1
2,2072,AMENAZAS,DELITO DE BAJO IMPACTO,19.2517567540407,-99.1049537698058,7,0,43200.0,4,10
2,2069,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,19.2951960303165,-99.0587297802616,94,0,36600.0,4,-1
2,2067,FALSEDAD ANTE AUTORIDADES,DELITO DE BAJO IMPACTO,19.4346518205151,-99.1442164800412,55,0,36000.0,4,-1
9,2027,AMENAZAS,DELITO DE BAJO IMPACTO,19.2484821374969,-99.125432120458,7,0,43200.0,4,-1
2,2076,ROBO DE DOCUMENTOS,DELITO DE BAJO IMPACTO,19.4408309480478,-99.1515017199029,180,0,36000.0,4,-1
3,2085,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÃA PÃBLICA CON Y SIN VIOLENCIA,19.4037891781138,-99.1511218203341,168,10,36900.0,4,-1
3,1720,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,19.4213521085712,-99.1401190701561,127,0,37200.0,4,-1
3,2085,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,ROBO A TRANSEUNTE EN VÃA PÃBLICA CON Y SIN VIOLENCIA,19.3871219075476,-99.2157198101118,169,10,37200.0,4,-1
6,173,FRAUDE,DELITO DE BAJO IMPACTO,19.4368378292166,-99.1696833800652,62,0,43200.0,4,-1
3,2085,LESIONES CULPOSAS POR TRANSITO VEHICULAR,DELITO DE BAJO IMPACTO,19.2928983405514,-99.1260012401318,86,0,36000.0,4,-1
6,1538,NEGACION DEL SERVICIO PUBLICO,DELITO DE BAJO IMPACTO,19.2844030564583,-99.0678808097856,96,0,36000.0,4,-1
3,1719,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÃA PÃBLICA CON Y SIN VIOLENCIA,19.2844474484169,-99.1374779598179,168,10,46800.0,4,-1
2,2078,FRAUDE,DELITO DE BAJO IMPACTO,19.4393937058288,-99.1708528300329,62,0,43200.0,4,11
3,2085,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,19.3513060207663,-99.0455477301705,94,0,39600.0,4,-1
3,2085,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÃA PÃBLICA CON Y SIN VIOLENCIA,19.5267552808933,-99.1545354296693,168,10,38400.0,4,-1
2,2079,"PRODUCCIÃN, IMPRESIÃN, ENAJENACIÃN, DISTRIBUCIÃN, ALTERACIÃN O FALSIFICACIÃN DE TÃTULOS AL PORTADOR, DOCUMENTOS DE CRÃDITO PÃBLICOS O VALES DE CANJE",DELITO DE BAJO IMPACTO,19.4183779212984,-99.2155756403339,111,0,39600.0,4,-1
3,2085,COBRANZA ILEGITIMA,DELITO DE BAJO IMPACTO,19.4646285418914,-99.1533024598882,14,0,43200.0,4,-1
3,2084,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,19.4301763416137,-99.1860498895532,174,0,45720.0,4,-1
3,2084,ROBO A TRANSEUNTE EN PARQUES Y MERCADOS CON VIOLENCIA,DELITO DE BAJO IMPACTO,19.4144155053879,-99.1453932995699,166,0,39000.0,4,-1
3,2083,AMENAZAS,DELITO DE BAJO IMPACTO,19.3414987168551,-99.0675572703594,7,0,43200.0,4,12
9,2049,USURPACIÃN DE IDENTIDAD,DELITO DE BAJO IMPACTO,19.39610581203,-99.1812564404754,225,0,36000.0,4,-1
2,2055,ABUSO DE CONFIANZA,DELITO DE BAJO IMPACTO,19.4345215620943,-99.142552170136,2,0,36000.0,4,-1
3,2084,FRAUDE,DELITO DE BAJO IMPACTO,19.4380772036465,-99.1293469798232,62,0,45000.0,4,-1
3,2083,ROBO A REPARTIDOR CON VIOLENCIA,ROBO A REPARTIDOR CON Y SIN VIOLENCIA,19.234890427646,-99.1816560900349,154,9,37800.0,4,-1
2,2065,ABUSO DE CONFIANZA,DELITO DE BAJO IMPACTO,19.3842176273314,-99.1414544701978,2,0,43200.0,4,-1
3,2085,"NARCOMENUDEO POSESIÃN CON FINES DE VENTA, COMERCIO Y SUMINISTRO",DELITO DE BAJO IMPACTO,19.3754187381162,-99.0297766796425,95,0,45000.0,4,-1
3,2084,USURPACIÃN DE IDENTIDAD,DELITO DE BAJO IMPACTO,19.4244119311862,-99.1678500895499,225,0,42000.0,4,-1
3,2085,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,ROBO A TRANSEUNTE EN VÃA PÃBLICA CON Y SIN VIOLENCIA,19.4366133487208,-99.1437538001493,169,10,38700.0,4,-1
3,2085,ROBO DE PLACA DE AUTOMOVIL,DELITO DE BAJO IMPACTO,19.4381941797425,-99.1334192495338,190,0,35700.0,4,-1
3,2085,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,19.3163925517018,-99.0722668904258,122,5,44700.0,4,-1
2,2056,DESPOJO,DELITO DE BAJO IMPACTO,19.2776871662891,-99.1171609503972,40,0,43200.0,4,-1
0,1810,FRAUDE,DELITO DE BAJO IMPACTO,19.3912424788195,-99.1731246596584,62,0,43200.0,4,-1
5,1252,FALSIFICACION O ALTERACION Y USO INDEBIDO DE DOCUMENTOS,DELITO DE BAJO IMPACTO,19.4213245956808,-99.150001330145,56,0,36000.0,4,-1
3,2084,FRAUDE,DELITO DE BAJO IMPACTO,19.3851129903459,-99.138490970206,62,0,43200.0,4,13
2,2081,AMENAZAS,DELITO DE BAJO IMPACTO,19.3722830341293,-99.0909665802742,7,0,46800.0,4,-1
3,2084,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,19.3672140331459,-99.1495574295476,174,0,41340.0,4,-1
3,2083,FRAUDE,DELITO DE BAJO IMPACTO,19.3681249794689,-99.163287649644,62,0,45120.0,4,-1
1,1937,DAÃO EN PROPIEDAD AJENA CULPOSA,DELITO DE BAJO IMPACTO,19.2567835357899,-99.0664418001755,22,0,43200.0,4,-1
2,2081,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,19.3031860212285,-99.1837106598386,187,0,41940.0,4,-1
